--------------------
1	0.0630190050	0.0315095025	0.0157547512	0.0078773756	0.0039386878
2	0.1339498352	0.0630190050	0.0315095025	0.0157547512	0.0078773756
3	0.1987877978	0.0984844201	0.0472642537	0.0236321269	0.0118160634
4	0.2847166242	0.1339498352	0.0630190050	0.0315095025	0.0157547512
5	0.3498259013	0.1663688165	0.0807517125	0.0393868781	0.0196934390
6	0.4225327387	0.1987877978	0.0984844201	0.0472642537	0.0236321269
7	0.5130181464	0.2417522110	0.1162171276	0.0551416293	0.0275708147
8	0.6051784684	0.2847166242	0.1339498352	0.0630190050	0.0315095025
9	0.6727998810	0.3172712628	0.1501593259	0.0718853587	0.0354481903
10	0.7435712745	0.3498259013	0.1663688165	0.0807517125	0.0393868781
11	0.8228287133	0.3861793200	0.1825783071	0.0896180663	0.0433255659
12	0.8981130495	0.4225327387	0.1987877978	0.0984844201	0.0472642537
13	0.9928749302	0.4677754425	0.2202700044	0.1073507739	0.0512029415
14	1.0904440052	0.5130181464	0.2417522110	0.1162171276	0.0551416293
15	1.1851973594	0.5590983074	0.2632344176	0.1250834814	0.0590803171
16	1.2863350694	0.6051784684	0.2847166242	0.1339498352	0.0630190050
17	1.2057376475	0.6389891747	0.3009939435	0.1420545805	0.0674521818
18	1.1051725806	0.6727998810	0.3172712628	0.1501593259	0.0718853587
19	1.0267277122	0.7081855777	0.3335485820	0.1582640712	0.0763185356
20	0.8899160481	0.7435712745	0.3498259013	0.1663688165	0.0807517125
21	0.8163911729	0.7831999939	0.3680026106	0.1744735618	0.0851848894
22	0.7241088264	0.8228287133	0.3861793200	0.1825783071	0.0896180663
23	0.5834741431	0.8604708814	0.4043560293	0.1906830524	0.0940512432
24	0.4411224815	0.8981130495	0.4225327387	0.1987877978	0.0984844201
25	0.3767508136	0.9454939898	0.4451540906	0.2095289011	0.1029175970
26	0.3068719103	0.9928749302	0.4677754425	0.2202700044	0.1073507739
27	0.2151906529	1.0416594677	0.4903967945	0.2310111077	0.1117839508
28	0.1394188819	1.0904440052	0.5130181464	0.2417522110	0.1162171276
29	0.0091382636	1.1378206823	0.5360582269	0.2524933143	0.1206503045
30	-0.1256766460	1.1851973594	0.5590983074	0.2632344176	0.1250834814
31	-0.2481331591	1.2357662144	0.5821383879	0.2739755209	0.1295166583
32	-0.3858369610	1.2863350694	0.6051784684	0.2847166242	0.1339498352
33	-0.3525431729	1.2460363584	0.6220838215	0.2928552839	0.1380022079
34	-0.3029111519	1.2057376475	0.6389891747	0.3009939435	0.1420545805
35	-0.2791762699	1.1554551141	0.6558945278	0.3091326031	0.1461069532
36	-0.2029799345	1.1051725806	0.6727998810	0.3172712628	0.1501593259
37	-0.1878204192	1.0659501464	0.6904927293	0.3254099224	0.1542116985
38	-0.1580676019	1.0267277122	0.7081855777	0.3335485820	0.1582640712
39	-0.0860229462	0.9583218802	0.7258784261	0.3416872417	0.1623164438
40	-0.0149705914	0.8899160481	0.7435712745	0.3498259013	0.1663688165
41	-0.0267185112	0.8531536105	0.7633856342	0.3589142560	0.1704211891
42	-0.0369383602	0.8163911729	0.7831999939	0.3680026106	0.1744735618
43	-0.0287611689	0.7702499997	0.8030143536	0.3770909653	0.1785259345
44	-0.0405675714	0.7241088264	0.8228287133	0.3861793200	0.1825783071
45	-0.0018064484	0.6537914847	0.8416497973	0.3952676747	0.1866306798
46	0.0376206320	0.5834741431	0.8604708814	0.4043560293	0.1906830524
47	0.0607730982	0.5122983123	0.8792919655	0.4134443840	0.1947354251
48	0.0952675460	0.4411224815	0.8981130495	0.4225327387	0.1987877978
49	0.0808962158	0.4089366475	0.9218035197	0.4338434146	0.2041583494
50	0.0621040533	0.3767508136	0.9454939898	0.4451540906	0.2095289011
51	0.0531170443	0.3418113619	0.9691844600	0.4564647666	0.2148994527
52	0.0299440599	0.3068719103	0.9928749302	0.4677754425	0.2202700044
53	0.0222625466	0.2610312816	1.0172671989	0.4790861185	0.2256405560
54	0.0112766022	0.2151906529	1.0416594677	0.4903967945	0.2310111077
55	-0.0103502902	0.1773047674	1.0660517365	0.5017074704	0.2363816593
56	-0.0315413030	0.1394188819	1.0904440052	0.5130181464	0.2417522110
57	-0.0229161101	0.0742785727	1.1141323438	0.5245381866	0.2471227627
58	-0.0134252761	0.0091382636	1.1378206823	0.5360582269	0.2524933143
59	-0.0092656417	-0.0582691912	1.1615090209	0.5475782671	0.2578638660
60	0.0030251313	-0.1256766460	1.1851973594	0.5590983074	0.2632344176
61	-0.0002027825	-0.1869049025	1.2104817869	0.5706183476	0.2686049693
62	-0.0023885148	-0.2481331591	1.2357662144	0.5821383879	0.2739755209
63	0.0021626754	-0.3169850601	1.2610506419	0.5936584281	0.2793460726
64	0.0042343456	-0.3858369610	1.2863350694	0.6051784684	0.2847166242
65	0.0028903047	-0.3691900670	1.2661857139	0.6136311450	0.2887859540
66	0.0016846828	-0.3525431729	1.2460363584	0.6220838215	0.2928552839
67	0.0005437156	-0.3277271624	1.2258870030	0.6305364981	0.2969246137
68	-0.0015967977	-0.3029111519	1.2057376475	0.6389891747	0.3009939435
69	-0.0006592017	-0.2910437109	1.1805963808	0.6474418512	0.3050632733
70	0.0001494347	-0.2791762699	1.1554551141	0.6558945278	0.3091326031
71	-0.0001190531	-0.2410781022	1.1303138473	0.6643472044	0.3132019329
72	0.0002109445	-0.2029799345	1.1051725806	0.6727998810	0.3172712628
73	0.0000839267	-0.1954001768	1.0855613635	0.6816463052	0.3213405926
74	-0.0000795485	-0.1878204192	1.0659501464	0.6904927293	0.3254099224
75	0.0000074445	-0.1729440106	1.0463389293	0.6993391535	0.3294792522
76	0.0000105087	-0.1580676019	1.0267277122	0.7081855777	0.3335485820
77	-0.0000039629	-0.1220452741	0.9925247962	0.7170320019	0.3376179118
78	0.0000005235	-0.0860229462	0.9583218802	0.7258784261	0.3416872417
79	0.0000000261	-0.0504967688	0.9241189641	0.7347248503	0.3457565715
80	0.0000000000	-0.0149705914	0.8899160481	0.7435712745	0.3498259013
81	0	-0.0208445513	0.8715348293	0.7534784543	0.3543700786
82	0	-0.0267185112	0.8531536105	0.7633856342	0.3589142560
83	0	-0.0318284357	0.8347723917	0.7732928140	0.3634584333
84	0	-0.0369383602	0.8163911729	0.7831999939	0.3680026106
85	0	-0.0328497645	0.7933205863	0.7931071737	0.3725467880
86	0	-0.0287611689	0.7702499997	0.8030143536	0.3770909653
87	0	-0.0346643702	0.7471794130	0.8129215334	0.3816351426
88	0	-0.0405675714	0.7241088264	0.8228287133	0.3861793200
89	0	-0.0211870099	0.6889501556	0.8322392553	0.3907234973
90	0	-0.0018064484	0.6537914847	0.8416497973	0.3952676747
91	0	0.0179070918	0.6186328139	0.8510603394	0.3998118520
92	0	0.0376206320	0.5834741431	0.8604708814	0.4043560293
93	0	0.0491968651	0.5478862277	0.8698814234	0.4089002067
94	0	0.0607730982	0.5122983123	0.8792919655	0.4134443840
95	0	0.0780203221	0.4767103969	0.8887025075	0.4179885613
96	0	0.0952675460	0.4411224815	0.8981130495	0.4225327387
97	0	0.0880818809	0.4250295645	0.9099582846	0.4281880767
98	0	0.0808962158	0.4089366475	0.9218035197	0.4338434146
99	0	0.0715001345	0.3928437305	0.9336487548	0.4394987526
100	0	0.0621040533	0.3767508136	0.9454939898	0.4451540906
101	0	0.0576105488	0.3592810877	0.9573392249	0.4508094286
102	0	0.0531170443	0.3418113619	0.9691844600	0.4564647666
103	0	0.0415305521	0.3243416361	0.9810296951	0.4621201045
104	0	0.0299440599	0.3068719103	0.9928749302	0.4677754425
105	0	0.0261033033	0.2839515959	1.0050710646	0.4734307805
106	0	0.0222625466	0.2610312816	1.0172671989	0.4790861185
107	0	0.0167695744	0.2381109672	1.0294633333	0.4847414565
108	0	0.0112766022	0.2151906529	1.0416594677	0.4903967945
109	0	0.0004631560	0.1962477101	1.0538556021	0.4960521324
110	0	-0.0103502902	0.1773047674	1.0660517365	0.5017074704
111	0	-0.0209457966	0.1583618246	1.0782478708	0.5073628084
112	0	-0.0315413030	0.1394188819	1.0904440052	0.5130181464
113	0	-0.0272287065	0.1068487273	1.1022881745	0.5187781665
114	0	-0.0229161101	0.0742785727	1.1141323438	0.5245381866
115	0	-0.0181706931	0.0417084182	1.1259765130	0.5302982068
116	0	-0.0134252761	0.0091382636	1.1378206823	0.5360582269
117	0	-0.0113454589	-0.0245654638	1.1496648516	0.5418182470
118	0	-0.0092656417	-0.0582691912	1.1615090209	0.5475782671
119	0	-0.0031202552	-0.0919729186	1.1733531901	0.5533382873
120	0	0.0030251313	-0.1256766460	1.1851973594	0.5590983074
121	0	0.0014111744	-0.1562907742	1.1978395732	0.5648583275
122	0	-0.0002027825	-0.1869049025	1.2104817869	0.5706183476
123	0	-0.0012956486	-0.2175190308	1.2231240007	0.5763783678
124	0	-0.0023885148	-0.2481331591	1.2357662144	0.5821383879
125	0	-0.0001129197	-0.2825591096	1.2484084282	0.5878984080
126	0	0.0021626754	-0.3169850601	1.2610506419	0.5936584281
127	0	0.0031985105	-0.3514110106	1.2736928557	0.5994184483
128	0	0.0042343456	-0.3858369610	1.2863350694	0.6051784684
129	0	0.0035623252	-0.3775135140	1.2762603917	0.6094048067
130	0	0.0028903047	-0.3691900670	1.2661857139	0.6136311450
131	0	0.0022874938	-0.3608666199	1.2561110362	0.6178574832
132	0	0.0016846828	-0.3525431729	1.2460363584	0.6220838215
133	0	0.0011141992	-0.3401351677	1.2359616807	0.6263101598
134	0	0.0005437156	-0.3277271624	1.2258870030	0.6305364981
135	0	-0.0005265411	-0.3153191572	1.2158123252	0.6347628364
136	0	-0.0015967977	-0.3029111519	1.2057376475	0.6389891747
137	0	-0.0011279997	-0.2969774314	1.1931670141	0.6432155130
138	0	-0.0006592017	-0.2910437109	1.1805963808	0.6474418512
139	0	-0.0002548835	-0.2851099904	1.1680257474	0.6516681895
140	0	0.0001494347	-0.2791762699	1.1554551141	0.6558945278
141	0	0.0000151908	-0.2601271860	1.1428844807	0.6601208661
142	0	-0.0001190531	-0.2410781022	1.1303138473	0.6643472044
143	0	0.0000459457	-0.2220290184	1.1177432140	0.6685735427
144	0	0.0002109445	-0.2029799345	1.1051725806	0.6727998810
145	0	0.0001474356	-0.1991900557	1.0953669721	0.6772230931
146	0	0.0000839267	-0.1954001768	1.0855613635	0.6816463052
147	0	0.0000021891	-0.1916102980	1.0757557550	0.6860695172
148	0	-0.0000795485	-0.1878204192	1.0659501464	0.6904927293
149	0	-0.0000360520	-0.1803822149	1.0561445378	0.6949159414
150	0	0.0000074445	-0.1729440106	1.0463389293	0.6993391535
151	0	0.0000089766	-0.1655058062	1.0365333207	0.7037623656
152	0	0.0000105087	-0.1580676019	1.0267277122	0.7081855777
153	0	0.0000032729	-0.1400564380	1.0096262542	0.7126087898
154	0	-0.0000039629	-0.1220452741	0.9925247962	0.7170320019
155	0	-0.0000017197	-0.1040341101	0.9754233382	0.7214552140
156	0	0.0000005235	-0.0860229462	0.9583218802	0.7258784261
157	0	0.0000002748	-0.0682598575	0.9412204222	0.7303016382
158	0	0.0000000261	-0.0504967688	0.9241189641	0.7347248503
159	0	0.0000000130	-0.0327336801	0.9070175061	0.7391480624
160	0	0.0000000000	-0.0149705914	0.8899160481	0.7435712745
161	0	0	-0.0179075713	0.8807254387	0.7485248644
162	0	0	-0.0208445513	0.8715348293	0.7534784543
163	0	0	-0.0237815312	0.8623442199	0.7584320442
164	0	0	-0.0267185112	0.8531536105	0.7633856342
165	0	0	-0.0292734734	0.8439630011	0.7683392241
166	0	0	-0.0318284357	0.8347723917	0.7732928140
167	0	0	-0.0343833979	0.8255817823	0.7782464039
168	0	0	-0.0369383602	0.8163911729	0.7831999939
169	0	0	-0.0348940624	0.8048558796	0.7881535838
170	0	0	-0.0328497645	0.7933205863	0.7931071737
171	0	0	-0.0308054667	0.7817852930	0.7980607637
172	0	0	-0.0287611689	0.7702499997	0.8030143536
173	0	0	-0.0317127695	0.7587147063	0.8079679435
174	0	0	-0.0346643702	0.7471794130	0.8129215334
175	0	0	-0.0376159708	0.7356441197	0.8178751234
176	0	0	-0.0405675714	0.7241088264	0.8228287133
177	0	0	-0.0308772907	0.7065294910	0.8275339843
178	0	0	-0.0211870099	0.6889501556	0.8322392553
179	0	0	-0.0114967292	0.6713708201	0.8369445263
180	0	0	-0.0018064484	0.6537914847	0.8416497973
181	0	0	0.0080503217	0.6362121493	0.8463550684
182	0	0	0.0179070918	0.6186328139	0.8510603394
183	0	0	0.0277638619	0.6010534785	0.8557656104
184	0	0	0.0376206320	0.5834741431	0.8604708814
185	0	0	0.0434087485	0.5656801854	0.8651761524
186	0	0	0.0491968651	0.5478862277	0.8698814234
187	0	0	0.0549849817	0.5300922700	0.8745866944
188	0	0	0.0607730982	0.5122983123	0.8792919655
189	0	0	0.0693967102	0.4945043546	0.8839972365
190	0	0	0.0780203221	0.4767103969	0.8887025075
191	0	0	0.0866439341	0.4589164392	0.8934077785
192	0	0	0.0952675460	0.4411224815	0.8981130495
193	0	0	0.0916747134	0.4330760230	0.9040356671
194	0	0	0.0880818809	0.4250295645	0.9099582846
195	0	0	0.0844890483	0.4169831060	0.9158809021
196	0	0	0.0808962158	0.4089366475	0.9218035197
197	0	0	0.0761981751	0.4008901890	0.9277261372
198	0	0	0.0715001345	0.3928437305	0.9336487548
199	0	0	0.0668020939	0.3847972721	0.9395713723
200	0	0	0.0621040533	0.3767508136	0.9454939898
201	0	0	0.0598573010	0.3680159507	0.9514166074
202	0	0	0.0576105488	0.3592810877	0.9573392249
203	0	0	0.0553637966	0.3505462248	0.9632618425
204	0	0	0.0531170443	0.3418113619	0.9691844600
205	0	0	0.0473237982	0.3330764990	0.9751070776
206	0	0	0.0415305521	0.3243416361	0.9810296951
207	0	0	0.0357373060	0.3156067732	0.9869523126
208	0	0	0.0299440599	0.3068719103	0.9928749302
209	0	0	0.0280236816	0.2954117531	0.9989729974
210	0	0	0.0261033033	0.2839515959	1.0050710646
211	0	0	0.0241829250	0.2724914387	1.0111691317
212	0	0	0.0222625466	0.2610312816	1.0172671989
213	0	0	0.0195160605	0.2495711244	1.0233652661
214	0	0	0.0167695744	0.2381109672	1.0294633333
215	0	0	0.0140230883	0.2266508100	1.0355614005
216	0	0	0.0112766022	0.2151906529	1.0416594677
217	0	0	0.0058698791	0.2057191815	1.0477575349
218	0	0	0.0004631560	0.1962477101	1.0538556021
219	0	0	-0.0049435671	0.1867762388	1.0599536693
220	0	0	-0.0103502902	0.1773047674	1.0660517365
221	0	0	-0.0156480434	0.1678332960	1.0721498036
222	0	0	-0.0209457966	0.1583618246	1.0782478708
223	0	0	-0.0262435498	0.1488903533	1.0843459380
224	0	0	-0.0315413030	0.1394188819	1.0904440052
225	0	0	-0.0293850047	0.1231338046	1.0963660899
226	0	0	-0.0272287065	0.1068487273	1.1022881745
227	0	0	-0.0250724083	0.0905636500	1.1082102591
228	0	0	-0.0229161101	0.0742785727	1.1141323438
229	0	0	-0.0205434016	0.0579934954	1.1200544284
230	0	0	-0.0181706931	0.0417084182	1.1259765130
231	0	0	-0.0157979846	0.0254233409	1.1318985977
232	0	0	-0.0134252761	0.0091382636	1.1378206823
233	0	0	-0.0123853675	-0.0077136001	1.1437427670
234	0	0	-0.0113454589	-0.0245654638	1.1496648516
235	0	0	-0.0103055503	-0.0414173275	1.1555869362
236	0	0	-0.0092656417	-0.0582691912	1.1615090209
237	0	0	-0.0061929484	-0.0751210549	1.1674311055
238	0	0	-0.0031202552	-0.0919729186	1.1733531901
239	0	0	-0.0000475620	-0.1088247823	1.1792752748
240	0	0	0.0030251313	-0.1256766460	1.1851973594
241	0	0	0.0022181529	-0.1409837101	1.1915184663
242	0	0	0.0014111744	-0.1562907742	1.1978395732
243	0	0	0.0006041960	-0.1715978384	1.2041606800
244	0	0	-0.0002027825	-0.1869049025	1.2104817869
245	0	0	-0.0007492155	-0.2022119667	1.2168028938
246	0	0	-0.0012956486	-0.2175190308	1.2231240007
247	0	0	-0.0018420817	-0.2328260950	1.2294451075
248	0	0	-0.0023885148	-0.2481331591	1.2357662144
249	0	0	-0.0012507172	-0.2653461343	1.2420873213
250	0	0	-0.0001129197	-0.2825591096	1.2484084282
251	0	0	0.0010248778	-0.2997720848	1.2547295350
252	0	0	0.0021626754	-0.3169850601	1.2610506419
253	0	0	0.0026805929	-0.3341980353	1.2673717488
254	0	0	0.0031985105	-0.3514110106	1.2736928557
255	0	0	0.0037164281	-0.3686239858	1.2800139625
256	0	0	0.0042343456	-0.3858369610	1.2863350694
257	0	0	0.0038983354	-0.3816752375	1.2812977306
258	0	0	0.0035623252	-0.3775135140	1.2762603917
259	0	0	0.0032263149	-0.3733517905	1.2712230528
260	0	0	0.0028903047	-0.3691900670	1.2661857139
261	0	0	0.0025888992	-0.3650283435	1.2611483751
262	0	0	0.0022874938	-0.3608666199	1.2561110362
263	0	0	0.0019860883	-0.3567048964	1.2510736973
264	0	0	0.0016846828	-0.3525431729	1.2460363584
265	0	0	0.0013994410	-0.3463391703	1.2409990196
266	0	0	0.0011141992	-0.3401351677	1.2359616807
267	0	0	0.0008289574	-0.3339311650	1.2309243418
268	0	0	0.0005437156	-0.3277271624	1.2258870030
269	0	0	0.0000085873	-0.3215231598	1.2208496641
270	0	0	-0.0005265411	-0.3153191572	1.2158123252
271	0	0	-0.0010616694	-0.3091151545	1.2107749863
272	0	0	-0.0015967977	-0.3029111519	1.2057376475
273	0	0	-0.0013623987	-0.2999442917	1.1994523308
274	0	0	-0.0011279997	-0.2969774314	1.1931670141
275	0	0	-0.0008936007	-0.2940105711	1.1868816974
276	0	0	-0.0006592017	-0.2910437109	1.1805963808
277	0	0	-0.0004570426	-0.2880768506	1.1743110641
278	0	0	-0.0002548835	-0.2851099904	1.1680257474
279	0	0	-0.0000527244	-0.2821431301	1.1617404307
280	0	0	0.0001494347	-0.2791762699	1.1554551141
281	0	0	0.0000823127	-0.2696517279	1.1491697974
282	0	0	0.0000151908	-0.2601271860	1.1428844807
283	0	0	-0.0000519311	-0.2506026441	1.1365991640
284	0	0	-0.0001190531	-0.2410781022	1.1303138473
285	0	0	-0.0000365537	-0.2315535603	1.1240285307
286	0	0	0.0000459457	-0.2220290184	1.1177432140
287	0	0	0.0001284451	-0.2125044764	1.1114578973
288	0	0	0.0002109445	-0.2029799345	1.1051725806
289	0	0	0.0001791901	-0.2010849951	1.1002697764
290	0	0	0.0001474356	-0.1991900557	1.0953669721
291	0	0	0.0001156811	-0.1972951163	1.0904641678
292	0	0	0.0000839267	-0.1954001768	1.0855613635
293	0	0	0.0000430579	-0.1935052374	1.0806585592
294	0	0	0.0000021891	-0.1916102980	1.0757557550
295	0	0	-0.0000386797	-0.1897153586	1.0708529507
296	0	0	-0.0000795485	-0.1878204192	1.0659501464
297	0	0	-0.0000578002	-0.1841013170	1.0610473421
298	0	0	-0.0000360520	-0.1803822149	1.0561445378
299	0	0	-0.0000143038	-0.1766631127	1.0512417336
300	0	0	0.0000074445	-0.1729440106	1.0463389293
301	0	0	0.0000082105	-0.1692249084	1.0414361250
302	0	0	0.0000089766	-0.1655058062	1.0365333207
303	0	0	0.0000097427	-0.1617867041	1.0316305165
304	0	0	0.0000105087	-0.1580676019	1.0267277122
305	0	0	0.0000068908	-0.1490620200	1.0181769832
306	0	0	0.0000032729	-0.1400564380	1.0096262542
307	0	0	-0.0000003450	-0.1310508560	1.0010755252
308	0	0	-0.0000039629	-0.1220452741	0.9925247962
309	0	0	-0.0000028413	-0.1130396921	0.9839740672
310	0	0	-0.0000017197	-0.1040341101	0.9754233382
311	0	0	-0.0000005981	-0.0950285282	0.9668726092
312	0	0	0.0000005235	-0.0860229462	0.9583218802
313	0	0	0.0000003992	-0.0771414018	0.9497711512
314	0	0	0.0000002748	-0.0682598575	0.9412204222
315	0	0	0.0000001504	-0.0593783131	0.9326696931
316	0	0	0.0000000261	-0.0504967688	0.9241189641
317	0	0	0.0000000196	-0.0416152244	0.9155682351
318	0	0	0.0000000130	-0.0327336801	0.9070175061
319	0	0	0.0000000065	-0.0238521357	0.8984667771
320	0	0	0.0000000000	-0.0149705914	0.8899160481
321	0	0	0	-0.0164390814	0.8853207434
322	0	0	0	-0.0179075713	0.8807254387
323	0	0	0	-0.0193760613	0.8761301340
324	0	0	0	-0.0208445513	0.8715348293
325	0	0	0	-0.0223130412	0.8669395246
326	0	0	0	-0.0237815312	0.8623442199
327	0	0	0	-0.0252500212	0.8577489152
328	0	0	0	-0.0267185112	0.8531536105
329	0	0	0	-0.0279959923	0.8485583058
330	0	0	0	-0.0292734734	0.8439630011
331	0	0	0	-0.0305509545	0.8393676964
332	0	0	0	-0.0318284357	0.8347723917
333	0	0	0	-0.0331059168	0.8301770870
334	0	0	0	-0.0343833979	0.8255817823
335	0	0	0	-0.0356608790	0.8209864776
336	0	0	0	-0.0369383602	0.8163911729
337	0	0	0	-0.0359162113	0.8106235263
338	0	0	0	-0.0348940624	0.8048558796
339	0	0	0	-0.0338719135	0.7990882329
340	0	0	0	-0.0328497645	0.7933205863
341	0	0	0	-0.0318276156	0.7875529396
342	0	0	0	-0.0308054667	0.7817852930
343	0	0	0	-0.0297833178	0.7760176463
344	0	0	0	-0.0287611689	0.7702499997
345	0	0	0	-0.0302369692	0.7644823530
346	0	0	0	-0.0317127695	0.7587147063
347	0	0	0	-0.0331885699	0.7529470597
348	0	0	0	-0.0346643702	0.7471794130
349	0	0	0	-0.0361401705	0.7414117664
350	0	0	0	-0.0376159708	0.7356441197
351	0	0	0	-0.0390917711	0.7298764730
352	0	0	0	-0.0405675714	0.7241088264
353	0	0	0	-0.0357224311	0.7153191587
354	0	0	0	-0.0308772907	0.7065294910
355	0	0	0	-0.0260321503	0.6977398233
356	0	0	0	-0.0211870099	0.6889501556
357	0	0	0	-0.0163418695	0.6801604879
358	0	0	0	-0.0114967292	0.6713708201
359	0	0	0	-0.0066515888	0.6625811524
360	0	0	0	-0.0018064484	0.6537914847
361	0	0	0	0.0031219367	0.6450018170
362	0	0	0	0.0080503217	0.6362121493
363	0	0	0	0.0129787067	0.6274224816
364	0	0	0	0.0179070918	0.6186328139
365	0	0	0	0.0228354768	0.6098431462
366	0	0	0	0.0277638619	0.6010534785
367	0	0	0	0.0326922469	0.5922638108
368	0	0	0	0.0376206320	0.5834741431
369	0	0	0	0.0405146903	0.5745771642
370	0	0	0	0.0434087485	0.5656801854
371	0	0	0	0.0463028068	0.5567832065
372	0	0	0	0.0491968651	0.5478862277
373	0	0	0	0.0520909234	0.5389892488
374	0	0	0	0.0549849817	0.5300922700
375	0	0	0	0.0578790399	0.5211952911
376	0	0	0	0.0607730982	0.5122983123
377	0	0	0	0.0650849042	0.5034013334
378	0	0	0	0.0693967102	0.4945043546
379	0	0	0	0.0737085161	0.4856073757
380	0	0	0	0.0780203221	0.4767103969
381	0	0	0	0.0823321281	0.4678134180
382	0	0	0	0.0866439341	0.4589164392
383	0	0	0	0.0909557400	0.4500194603
384	0	0	0	0.0952675460	0.4411224815
385	0	0	0	0.0934711297	0.4370992522
386	0	0	0	0.0916747134	0.4330760230
387	0	0	0	0.0898782972	0.4290527937
388	0	0	0	0.0880818809	0.4250295645
389	0	0	0	0.0862854646	0.4210063352
390	0	0	0	0.0844890483	0.4169831060
391	0	0	0	0.0826926320	0.4129598768
392	0	0	0	0.0808962158	0.4089366475
393	0	0	0	0.0785471955	0.4049134183
394	0	0	0	0.0761981751	0.4008901890
